"Student_ID","Study_Hours_Per_Day","Extracurricular_Hours_Per_Day","Sleep_Hours_Per_Day","Social_Hours_Per_Day","Physical_Activity_Hours_Per_Day","GPA","Stress_Level"
"1712","6.7","1.9","6.5","3.1","5.8","2.87","Moderate"
"1713","5.8","3.9","5.5","5.6","3.2","2.88","High"
"1714","8.6","1.7","8.2","1.9","3.6","3.46","High"
"1715","6.5","2.3","7.5","3.5","4.2","2.8","Moderate"
"1716","5.4","0.2","6.3","0.4","11.7","2.53","Low"
"1717","5.5","3.3","5.2","4","6","2.95","High"
"1718","7.4","1.2","7.6","2.3","5.5","3.03","Moderate"
"1719","7.8","0.5","10","2.4","3.3","3.43","Moderate"
"1720","6.8","3.3","7.3","4.3","2.3","2.83","Moderate"
"1721","5.5","3.4","8.7","1.3","5.1","2.74","Low"
"1722","9.9","1","7.3","0.2","5.6","3.32","High"
"1723","7","2.3","9.8","2.5","2.4","3.09","Moderate"
"1724","5.2","1.3","7.9","5.7","3.9","3.04","Low"
"1725","9.3","0.9","6.1","1.2","6.5","3.29","High"
"1726","7.5","1.9","6.3","3","5.3","3.4","Moderate"
"1727","5.2","0.5","9.4","4.5","4.4","2.9","Low"
"1728","6.8","3","8.9","4","1.3","2.49","Moderate"
"1729","8.6","0.8","6.7","2.8","5.1","3.52","High"
"1730","6.6","0.6","7","5.9","3.9","2.83","Moderate"
"1731","6.1","2.4","7.2","0.4","7.9","3.29","Moderate"
"1732","7.6","3.5","6.4","0.5","6","3.12","Moderate"
"1733","9.7","1.5","7.9","3.9","1","3.69","High"
"1734","5.7","1.2","5.7","4.9","6.5","2.66","High"
"1735","6.1","2.9","9.7","2.8","2.5","2.5","Moderate"
"1736","6.6","1.9","8","5.9","1.6","3.41","Moderate"
"1737","9.7","3.4","9.4","0.7","0.8","3.6","High"
"1738","7","3.8","7.1","3.6","2.5","3.11","Moderate"
"1739","8.5","3.8","6.2","4.1","1.4","2.93","High"
"1740","8.9","2.2","8.3","1.5","3.1","3.37","High"
"1741","7.4","2.5","7","1.2","5.9","3.11","Moderate"
"1742","8.7","1.6","6.8","2.4","4.5","3.42","High"
"1743","7","2.2","7.7","3","4.1","3.05","Moderate"
"1744","5.8","0.5","9.7","3.6","4.4","2.65","Low"
"1745","8.3","1.6","9.5","2.9","1.7","3.12","High"
"1746","9.8","3.3","9.3","0.3","1.3","3.73","High"
"1747","6.4","1.1","6.4","5.1","5","2.79","Moderate"
"1748","6.2","3.2","7.8","0","6.8","2.8","Moderate"
"1749","7.1","1.6","5.6","4.1","5.6","3.28","High"
"1750","8.6","0","9.8","4.6","1","3.48","High"
"1751","9.5","0.1","9.7","3.8","0.9","3.57","High"
"1752","9.7","1.8","8","2.1","2.4","3.82","High"
"1753","9.7","0.3","7.5","4.1","2.4","3.53","High"
"1754","9.5","3.8","5.3","2.2","3.2","3.7","High"
"1755","5.1","1.3","7.7","5.5","4.4","2.8","Low"
"1756","7.7","1.1","9.5","5.3","0.4","2.99","Moderate"
"1757","7","3.6","6.9","4.4","2.1","2.84","Moderate"
"1758","9.6","1.8","8.7","1.4","2.5","3.43","High"
"1759","5.1","0.4","7.5","4.1","6.9","3.01","Low"
"1760","8.5","2.8","7.5","4.8","0.4","3.06","High"
"1761","7.4","1.8","6","1.8","7","3.13","Moderate"
"1762","6.2","1.2","8.9","2","5.7","2.85","Moderate"
"1763","6.2","0.7","8.9","0.8","7.4","3.02","Moderate"
"1764","8.4","2.5","9.1","0.2","3.8","2.65","High"
"1765","6.5","1.1","5.7","1.7","9","3.02","High"
"1766","8.3","1.5","8.6","1.9","3.7","2.86","High"
"1767","6.5","2.2","5.1","0.5","9.7","3.1","High"
"1768","8.6","0.4","9.2","4.2","1.6","3.27","High"
"1769","8.1","3.3","7","1.2","4.4","3.8","High"
"1770","7.7","2.3","9.7","3.9","0.4","3.3","Moderate"
"1771","9.4","3.2","9.7","0.2","1.5","3.4","High"
"1772","9.2","2","8.7","0.6","3.5","3.03","High"
"1773","6.3","2.9","5.8","2.1","6.9","2.78","High"
"1774","8.5","1.5","7.8","0.6","5.6","3.02","High"
"1775","9","1.5","8.2","3.8","1.5","3.41","High"
"1776","8.1","1.7","5.9","5.7","2.6","3.17","High"
"1777","8.8","0.8","6.7","4.9","2.8","3.53","High"
"1778","7.2","2.9","6.9","1.3","5.7","3.23","Moderate"
"1779","8.2","3.9","6.6","2.4","2.9","3.32","High"
"1780","9.2","3","5.3","6","0.5","3.77","High"
"1781","8.8","3.5","8.3","2.9","0.5","3.26","High"
"1782","9.4","0.8","5.4","4.7","3.7","3.25","High"
"1783","9.2","0.7","9.3","3.3","1.5","3.64","High"
"1784","7.1","0.8","6.4","3","6.7","3.08","Moderate"
"1785","7.7","3.2","9","2.4","1.7","3.03","Moderate"
"1786","5.3","3.5","5.4","1.5","8.3","2.91","High"
"1787","8.5","1.6","9.4","1.3","3.2","2.9","High"
"1788","7.7","3.5","9.6","0.9","2.3","3.39","Moderate"
"1789","7.3","2.2","9.7","4.8","0","3.25","Moderate"
"1790","6.9","0","5","2.8","9.3","2.85","High"
"1791","7.4","0.1","8.4","1.8","6.3","2.75","Moderate"
"1792","5.8","1.6","6.2","3.2","7.2","2.98","Low"
"1793","6","2","5.8","4","6.2","2.81","High"
"1794","7.3","0.3","8","1.6","6.8","3.15","Moderate"
"1795","7.6","2.1","9.6","2.6","2.1","2.78","Moderate"
"1796","9.7","3.1","6.4","4.1","0.7","3.76","High"
"1797","7.2","3.3","9.1","0.8","3.6","2.87","Moderate"
"1798","6.5","1.2","8.6","1.4","6.3","3.18","Moderate"
"1799","5","2.9","5.9","0.6","9.6","2.63","High"
"1800","7.4","0.2","9.9","4.3","2.2","2.84","Moderate"
"1801","6.6","1.3","7.2","3.8","5.1","2.93","Moderate"
"1802","9.3","1","6.9","5.2","1.6","3.32","High"
"1803","8.3","1.4","8.4","0.1","5.8","3.23","High"
"1804","9.1","3.8","9.6","1.4","0.1","3.71","High"
"1805","7.6","1.4","7.3","4.1","3.6","3.09","Moderate"
"1806","9.6","3.3","9.9","1.1","0.1","3.5","High"
"1807","6.4","0.4","5.6","1.7","9.9","3.21","High"
"1808","9.5","2.5","5","1.1","5.9","3.52","High"
"1809","5.5","1.5","7.5","0.3","9.2","2.61","Low"
"1810","8.2","1.9","7.5","2.6","3.8","3.13","High"
"1811","9.8","0.9","7.6","4.2","1.5","3.62","High"
"1812","6.9","1.9","5.4","3.7","6.1","3.05","High"
"1813","6.4","0.6","7.7","3.2","6.1","3","Moderate"
"1814","8.1","0.8","7.3","4.3","3.5","3.12","High"
"1815","7.6","1.6","6.6","3.7","4.5","3.18","Moderate"
"1816","5.4","1.8","9.5","0.6","6.7","2.9","Low"
"1817","9.9","3.8","5.4","4.6","0.3","3.69","High"
"1818","7.1","1.8","8.2","4.6","2.3","2.98","Moderate"
"1819","5.2","2.4","5.9","2.1","8.4","2.69","High"
"1820","6.7","0.4","5.7","0.2","11","2.58","High"
"1821","7.4","3.8","5.6","5.7","1.5","3.27","High"
"1822","8.2","3.3","5.5","3","4","3.5","High"
"1823","8.5","2.3","9.2","0.3","3.7","3.34","High"
"1824","6.9","1.4","8.1","5.3","2.3","3.42","Moderate"
"1825","7.5","3.3","7","0.6","5.6","2.82","Moderate"
"1826","8.6","3","5.3","1.3","5.8","3.06","High"
"1827","6.4","2.2","5.7","0.8","8.9","2.89","High"
"1828","6.8","3.2","7.6","0.8","5.6","2.78","Moderate"
"1829","8.7","1.6","6.3","2.3","5.1","2.87","High"
"1830","6.2","1.6","5.1","4.6","6.5","2.92","High"
"1831","5.9","0.2","8.3","4.6","5","2.88","Low"
"1832","6","2.9","8.5","1.5","5.1","3.17","Moderate"
"1833","9.5","0.4","9.9","3.6","0.6","3.5","High"
"1834","8.6","0.8","7.2","0.4","7","3.32","High"
"1835","6.9","3","6.9","2","5.2","3.23","Moderate"
"1836","5.2","1.5","5.8","4.2","7.3","2.83","High"
"1837","5.5","2.7","6.4","1.2","8.2","2.75","Low"
"1838","7.4","2","6.6","0.8","7.2","3.1","Moderate"
"1839","6.9","2.7","8.9","2.9","2.6","2.77","Moderate"
"1840","6.4","0.6","6.2","1.3","9.5","3.04","Moderate"
"1841","7.6","2.3","9.7","0.9","3.5","3.36","Moderate"
"1842","7.8","1","6.3","0.2","8.7","3.27","Moderate"
"1843","6.5","3","5.2","1.3","8","3.17","High"
"1844","7.3","2.8","6.9","1","6","3.24","Moderate"
"1845","7","2.3","9.7","0.3","4.7","2.64","Moderate"
"1846","7.5","0.1","6.6","4.9","4.9","3.14","Moderate"
"1847","7.8","1.8","6.4","1.8","6.2","3.39","Moderate"
"1848","9.8","1.8","7","4.6","0.8","3.39","High"
"1849","7.1","2.2","6.2","4.5","4","3.34","Moderate"
"1850","8.9","0.9","8.6","4.5","1.1","3.36","High"
"1851","6.7","0.7","5","2.7","8.9","3.15","High"
"1852","5.9","3.4","6.3","1.4","7","2.48","Low"
"1853","7.4","2","6.1","1.6","6.9","3.22","Moderate"
"1854","8.9","1.8","8.6","3.5","1.2","3.17","High"
"1855","5.7","3.9","9.1","1.1","4.2","2.81","Low"
"1856","5.7","3","7.3","4.7","3.3","2.82","Low"
"1857","8.7","2.4","8.4","0.1","4.4","3.51","High"
"1858","5","0.1","9.3","4.1","5.5","2.47","Low"
"1859","6.3","2.8","9","1.8","4.1","2.79","Moderate"
"1860","7.5","3.1","6.1","1.6","5.7","3.07","Moderate"
"1861","6.2","4","6","3.5","4.3","2.88","Moderate"
"1862","8.2","3","9.9","0.5","2.4","3.3","High"
"1863","8.8","1.4","5.9","2.5","5.4","3.29","High"
"1864","7.7","4","7","3.3","2","3.44","Moderate"
"1865","6.8","1.6","8.5","5.6","1.5","3.33","Moderate"
"1866","5.4","0.8","7.5","0.1","10.2","2.86","Low"
"1867","6.3","2.1","5.1","1.6","8.9","3.49","High"
"1868","9.6","2.6","7.1","4.4","0.3","3.54","High"
"1869","8.9","0.8","5.7","4.1","4.5","3.62","High"
"1870","8.7","2.5","9.9","1.5","1.4","3.36","High"
"1871","5.6","3.3","6.3","4.7","4.1","2.85","Low"
"1872","8","1.8","6.8","2.1","5.3","3.23","Moderate"
"1873","8.2","3","8.4","0.9","3.5","3.52","High"
"1874","7.4","2.1","8.9","3.7","1.9","3.1","Moderate"
"1875","7","3.6","5.8","6","1.6","2.99","High"
"1876","8.6","3.2","9.3","2.9","0","3.38","High"
"1877","6.5","2.8","5.6","2.4","6.7","2.9","High"
"1878","8","2","8.2","5.6","0.2","3.4","Moderate"
"1879","5.3","2.3","9.3","2.9","4.2","2.82","Low"
"1880","6.7","0.6","9.2","3.1","4.4","2.85","Moderate"
"1881","9.7","3.2","8.5","0","2.6","3.19","High"
"1882","9.6","0.7","6.4","3.1","4.2","3.38","High"
"1883","6.3","0.8","8","0.5","8.4","2.91","Moderate"
"1884","8.6","2.2","7.1","3.4","2.7","3.18","High"
"1885","6.8","3.7","5.3","4","4.2","3.04","High"
"1886","5.9","1.2","8.6","0.5","7.8","2.92","Low"
"1887","9.1","2.9","8.6","0.3","3.1","3.56","High"
"1888","9.2","0.2","5.1","2.2","7.3","3.61","High"
"1889","5.7","2.2","9.6","2.3","4.2","2.98","Low"
"1890","5.5","2.4","7.3","5.6","3.2","2.77","Low"
"1891","5.6","0.8","5.1","2.6","9.9","2.97","High"
"1892","8","2.5","7.7","0.5","5.3","3.12","Moderate"
"1893","7.2","4","9.2","3.2","0.4","2.95","Moderate"
"1894","7.4","2.7","9.4","3.4","1.1","3.04","Moderate"
"1895","9.7","0.2","5.1","4","5","3.25","High"
"1896","6.7","1.1","7.6","2.6","6","2.83","Moderate"
"1897","7.6","2.7","6.9","1.5","5.3","3.05","Moderate"
"1898","8.7","3","8.3","0.9","3.1","3.1","High"
"1899","7.9","2.3","7.4","3.3","3.1","3.75","Moderate"
"1900","8.6","0.4","8.7","0.8","5.5","3.22","High"
"1901","5.3","3.9","9.8","0.3","4.7","2.53","Low"
"1902","7.4","3.3","9.8","2.2","1.3","3.06","Moderate"
"1903","6.8","2.4","6.6","5.5","2.7","3.05","Moderate"
"1904","6.6","1.2","5.2","4.9","6.1","3.2","High"
"1905","7.3","1.3","7.4","4.9","3.1","2.83","Moderate"
"1906","6.9","1.3","5.9","3.6","6.3","2.94","High"
"1907","7.4","3.5","5.2","3.9","4","3.26","High"
"1908","9.4","2.9","9.6","0.7","1.4","3.57","High"
"1909","7.5","0.1","5","1.4","10","3.07","High"
"1910","5.9","0.1","9.5","0","8.5","2.79","Low"
"1911","8.7","0.6","9.6","4.6","0.5","3.57","High"
"1912","5","3.9","9.4","5.1","0.6","2.98","Low"
"1913","8.3","1.4","9.5","1.4","3.4","3.06","High"
"1914","9.6","0.6","6.1","3.3","4.4","3.47","High"
"1915","8.8","2.5","6.2","0","6.5","3.29","High"
"1916","9.5","1.6","7.6","2.5","2.8","3.7","High"
"1917","7.2","3.1","7.6","1.9","4.2","2.79","Moderate"
"1918","5.7","2.6","8.4","4.5","2.8","2.94","Low"
"1919","7.5","3.6","9.7","2.6","0.6","2.84","Moderate"
"1920","9.9","1.1","6","2.7","4.3","3.68","High"
"1921","5.3","3.9","7.9","3.3","3.6","2.79","Low"
"1922","5.2","2.4","8.6","2.5","5.3","3.21","Low"
"1923","8.8","0.9","6.1","1","7.2","3.53","High"
"1924","9.1","1.5","7.9","4","1.5","3.29","High"
"1925","6.2","0.7","9.9","3.7","3.5","2.73","Moderate"
"1926","6.3","2","6.6","1","8.1","3.09","Moderate"
"1927","6.3","0.1","8.5","3","6.1","2.99","Moderate"
"1928","5.5","3","5.1","1.5","8.9","2.66","High"
"1929","9.5","2.9","5.4","4.9","1.3","3.67","High"
"1930","8","2.7","10","0.8","2.5","3.2","Moderate"
"1931","8.1","1.8","5.2","0.1","8.8","3.28","High"
"1932","7.8","2.2","5.2","2.8","6","3","High"
"1933","9.6","1.6","8.1","3.7","1","3.46","High"
"1934","9.3","1.6","9.4","0.9","2.8","3.69","High"
"1935","6.4","0.2","9","2.5","5.9","2.81","Moderate"
"1936","9.5","3.3","7.8","2.1","1.3","3.28","High"
"1937","7.4","1.6","9.6","0.7","4.7","2.75","Moderate"
"1938","7.5","1.8","7.6","0.8","6.3","2.93","Moderate"
"1939","7.6","1","5.9","0.4","9.1","3.06","High"
"1940","8.1","2.9","8.4","2.2","2.4","3.52","High"
"1941","6.9","1.5","8.2","3","4.4","2.99","Moderate"
"1942","8.2","1.2","5.1","5.3","4.2","3.19","High"
"1943","6.1","3.7","8.6","4.3","1.3","2.79","Moderate"
"1944","7.6","0.7","6.5","1.9","7.3","3","Moderate"
"1945","5.8","0.8","8.9","1","7.5","2.89","Low"
"1946","9.9","1.3","5.6","3.4","3.8","3.43","High"
"1947","9.5","3.1","8.1","1","2.3","3.25","High"
"1948","8.4","2.9","9.8","0.8","2.1","3.28","High"
"1949","5.1","2.2","8.5","4.7","3.5","2.64","Low"
"1950","7.6","1.3","9.3","2.7","3.1","2.98","Moderate"
"1951","9","2.3","8.9","1.3","2.5","3.24","High"
"1952","7.7","0.9","7.4","1.9","6.1","3.31","Moderate"
"1953","6.3","3.9","5.8","4.7","3.3","2.73","High"
"1954","5.2","1.6","9.7","0.1","7.4","2.95","Low"
"1955","7.9","2","9.4","0.4","4.3","3.42","Moderate"
"1956","8.3","3.8","9.1","0.1","2.7","3.48","High"
"1957","7.4","1.6","6.6","2.7","5.7","2.88","Moderate"
"1958","9.9","0.4","9.6","2","2.1","3.09","High"
"1959","8.1","3.3","6.8","2.5","3.3","2.86","High"
"1960","9.6","3.3","5.5","0.6","5","3.19","High"
"1961","7.1","0.4","8.1","0.9","7.5","3.02","Moderate"
"1962","6.6","2.7","7.4","5.9","1.4","2.99","Moderate"
"1963","9.4","1.4","5.2","5.1","2.9","3.59","High"
"1964","9.5","0.9","9.5","1.3","2.8","3.24","High"
"1965","9.9","1.1","9.8","0.2","3","3.54","High"
"1966","7.4","0.9","8.5","1.1","6.1","3.48","Moderate"
"1967","7.8","1","9.8","0.2","5.2","3.04","Moderate"
"1968","7.1","0.9","7.5","5.2","3.3","2.92","Moderate"
"1969","8.6","2.3","5.4","4.2","3.5","3.38","High"
"1970","6.3","1.7","6.8","5.2","4","2.84","Moderate"
"1971","5.6","2.3","5.7","4.2","6.2","2.81","High"
"1972","7.4","3.7","7.6","2.6","2.7","3.29","Moderate"
"1973","7.9","2.8","5.5","4.9","2.9","3.03","High"
"1974","8.9","1.5","5.5","3.8","4.3","3.31","High"
"1975","9.4","3.6","9.8","1","0.2","3.32","High"
"1976","8","2.4","6.8","5.4","1.4","3.42","Moderate"
"1977","7.5","1.9","10","2.3","2.3","3.14","Moderate"
"1978","9.1","3.1","8.9","2.1","0.8","3.1","High"
"1979","6.3","3.4","9.5","0.9","3.9","2.97","Moderate"
"1980","8.2","2.2","5.3","4.5","3.8","3.43","High"
"1981","7.5","2.6","7.5","3","3.4","3.02","Moderate"
"1982","5.8","0.8","9.9","0.9","6.6","2.71","Low"
"1983","6.3","2.4","8.1","0.9","6.3","3.07","Moderate"
"1984","6.2","1.2","9.7","5","1.9","3.06","Moderate"
"1985","8.5","0.3","7.1","3.4","4.7","3.23","High"
"1986","8","1.3","8.9","4.9","0.9","2.93","Moderate"
"1987","6.6","3.4","5.5","5","3.5","2.9","High"
"1988","9.5","1.5","6.4","3","3.6","3.86","High"
"1989","7.3","1.4","8.5","4.6","2.2","3.28","Moderate"
"1990","7","2.7","7.4","6","0.9","2.85","Moderate"
"1991","8.6","3.8","9.2","2.2","0.2","3.26","High"
"1992","6.3","1.5","5.1","3.1","8","3.21","High"
"1993","7.5","2.1","9.9","4.1","0.4","3.04","Moderate"
"1994","7.1","1.4","9","3.1","3.4","2.85","Moderate"
"1995","7.9","3.4","9","0.5","3.2","3.08","Moderate"
"1996","6.5","0.2","7.4","2.1","7.8","3.32","Moderate"
"1997","6.3","2.8","8.8","1.5","4.6","2.65","Moderate"
"1998","6.2","0","6.2","0.8","10.8","3.14","Moderate"
"1999","8.1","0.7","7.6","3.5","4.1","3.04","High"
"2000","9","1.7","7.3","3.1","2.9","3.58","High"
"2001","5.9","7.1","2.7","0.8","0.9","3.22","5"
"2002","5.4","7.3","2.7","1.3","1.3","3.19","2"
"2003","6","7.1","1.8","1.5","0.9","3.39","3"
"2004","6.7","7.6","2.9","1.9","1","3.51","4"
"2005","5.3","8.2","1.5","2.3","1.2","3.34","2"
"2006","5.3","7","2","2.1","1","3.4","3"
"2007","6.8","8.1","1.1","1.2","0.5","3.16","3"
"2008","6.1","7","3.6","1.6","1.3","3.23","3"
"2009","5.1","7","2.3","1.8","1.4","3.5","3"
"2010","5.9","8","4","1.7","0.5","3.31","4"
"2011","5.1","8.1","3.1","1.7","0.7","3.15","2"
"2012","5.1","8","2.8","0.9","1.6","3.21","4"
"2013","5.7","6.7","2.1","1.2","1.1","3.41","5"
"2014","4","7.2","1.8","1.6","1","3.43","4"
"2015","4.1","8","2.9","0.3","0.9","3.03","5"
"2016","5.1","7.5","2.4","2.1","0.7","3.27","2"
"2017","4.7","6.9","1.6","1.1","0.9","3.2","4"
"2018","5.8","7.8","1.4","2.1","1.3","3.19","5"
"2019","4.8","7.1","1.8","2.1","1","3.47","2"
"2020","4.4","8.6","3.8","1.5","1.2","3.15","2"
"2021","6.7","8.4","4","2.3","1.5","3.08","3"
"2022","5.3","7.9","2.6","2.2","0.8","3.04","5"
"2023","5.6","8.3","2.6","1.6","1.1","3.17","4"
"2024","4.4","7.5","2.3","1.6","1.3","3.05","4"
"2025","5.1","8","1.8","2.3","0.7","3.03","2"
"2026","5.6","8.4","3.5","1.9","1.1","3.02","3"
"2027","4.6","7.6","3.8","2.3","1.6","3.03","3"
"2028","5.8","7.3","1.9","0.6","0.9","3.05","3"
"2029","5","6.5","2.4","1.8","1.3","3.28","2"
"2030","5.3","7.5","2.2","1","1","2.81","2"
"2031","5","8","2.2","1.8","1.5","3.06","5"
"2032","7","8.1","3.3","2.2","0.5","3.18","4"
"2033","5.5","7.8","1.6","2.7","1","3.43","4"
"2034","4.7","7.2","2.8","1.3","0.6","3.15","5"
"2035","6.2","6.3","3","1.5","0.8","3.17","5"
"2036","4.5","7.2","2.4","1.8","0.8","3.18","2"
"2037","5.7","7.3","3.1","1.3","0.9","2.84","4"
"2038","3.9","7.3","2.6","2.3","0.6","3.33","4"
"2039","4.4","7.9","3.4","1.8","1","3.32","4"
"2040","5.7","8.7","1.4","1.9","1.1","3.36","2"
"2041","6.1","7.6","2.3","2.1","0.5","3.7","2"
"2042","5.6","7.4","2.4","1.8","0.8","2.94","5"
"2043","5.4","7.3","0.6","1.4","1.8","2.9","2"
"2044","5.3","7.6","1.7","1.8","1.1","3.34","2"
"2045","4.3","7","1.9","1.4","0.5","3.13","4"
"2046","4.9","7.6","3.2","1.9","0.6","3","4"
"2047","5.1","7.8","2","2.3","1.1","3.14","5"
"2048","6.3","7.6","1.9","1.2","1","3.08","2"
"2049","5.8","7.8","3.1","1","0.8","3.54","4"
"2050","4.1","7.8","1.4","1.8","1.7","3.65","4"
"2051","5.8","6.4","1.1","1.4","1.8","2.87","5"
"2052","5.2","7.9","2.2","1.8","0.9","2.9","4"
"2053","5","7.1","1.5","2","1.3","3.05","5"
"2054","6","6.8","1.5","0.7","1.3","3.06","4"
"2055","6.3","6.8","2.9","2.1","1.3","3.04","5"
"2056","6.2","7.8","3.1","1.2","0.8","3.16","5"
"2057","4.8","7.4","3.1","1.8","1.6","3.11","5"
"2058","5.3","6.5","3.3","1.5","1","2.93","3"
"2059","5.8","7.8","3.4","1.5","1.1","2.99","3"
"2060","6.3","6.6","1","2.6","1","3.51","2"
"2061","5.1","7.6","2.8","2","1","3.13","2"
"2062","5.4","7.6","2.1","2.3","1.1","3.12","4"
"2063","4.6","8","2","1.9","0.6","2.9","3"
"2064","4.5","8.6","2.9","2.1","0.4","3.11","5"
"2065","6.2","6.7","1.3","2","0.9","3.39","2"
"2066","6.6","7.5","1.3","1.9","0.7","3.32","2"
"2067","5.4","7.3","2.9","2.4","1.2","3.36","5"
"2068","6.3","7.8","2.8","1.9","1.1","2.96","5"
"2069","5.8","7.6","2.6","2.9","1","2.96","3"
"2070","5","7.3","1.9","2.3","1.4","3.43","5"
"2071","5.8","7.2","3","1.2","1","3.37","2"
"2072","6.7","6.8","3","1.7","0.6","3.15","2"
"2073","5.5","8.1","2.6","2","0.9","3.37","3"
"2074","6.8","7.8","1.7","1.8","1.4","2.96","4"
"2075","3.4","8.1","2.2","2.1","0.4","2.95","3"
"2076","6.2","7.3","3.1","2.2","1","2.88","2"
"2077","5.6","7.1","3.4","1.1","1.2","3.27","3"
"2078","5.3","6.9","2.3","2.4","1.8","3.24","4"
"2079","5.6","7.7","2.3","1.6","1.4","3.1","2"
"2080","3.9","6.9","2.4","1.5","1","3.04","5"
"2081","5.3","8.6","2.7","1.5","1.2","3.68","2"
"2082","5.8","6.7","2.1","2.2","0.4","3.15","5"
"2083","6.7","7.7","0.5","1.7","0.7","3.48","2"
"2084","5.1","8.4","3.3","1.5","1.2","3.17","4"
"2085","4.9","7.9","3.8","1.6","1","3.1","5"
"2086","5.1","7.6","2.1","0.9","1.1","3.48","2"
"2087","6.2","6.9","1.8","1.4","1","3.36","5"
"2088","5.8","6.7","2.4","1.2","1","3.2","2"
"2089","5.1","8","2.4","1.7","1","3.43","4"
"2090","5.9","8.4","3.2","2.1","0.7","3.7","3"
"2091","5.6","7.2","2.5","2.1","0.9","3.05","4"
"2092","6.3","6.8","1.9","2.4","0.6","3.29","3"
"2093","4.9","6","1.6","2.3","0.8","3.12","2"
"2094","5.2","6.9","3.1","1.5","1.4","3.01","4"
"2095","5.2","7.4","2.9","1.8","0.9","3.01","4"
"2096","4.3","8.5","3.2","1.8","1.2","3.52","3"
"2097","5.7","7.9","1.8","0.7","1","2.84","4"
"2098","5.7","7.7","3.8","1.2","0.9","3.3","3"
"2099","5.5","7.3","1.3","1.7","0.7","3.03","3"
"2100","5.3","7.2","3","1.7","0.9","3.55","3"
"2101","4.4","8.3","1.2","2.1","1.1","3.15","4"
"2102","5.2","7.6","1.9","2","1.2","3.13","5"
"2103","5.2","6.2","3.6","0.9","1","3.51","2"
"2104","4.9","7.1","3.1","2.1","1.2","3.38","4"
"2105","5.4","7","2.1","1.9","0.5","3.31","5"
"2106","5.8","7.2","2.1","2.1","1.3","3.36","3"
"2107","7","7.8","2.6","2.3","0.7","2.98","5"
"2108","5.6","7.4","2.9","1.7","1.3","3.35","5"
"2109","5.7","7.5","3.4","2.4","1.2","3.16","2"
"2110","5.4","8.3","2.2","1.4","0.4","3.27","5"
"2111","4","7.1","1.4","1.3","1.2","3.3","4"
"2112","5.5","8.6","2.6","2","1.3","2.98","2"
"2113","5.5","7.1","2.2","1.6","1.4","3.32","2"
"2114","7.5","7.6","1.6","1.9","0.8","3.16","2"
"2115","5.3","7.3","2.7","2.8","1.1","2.95","3"
"2116","5.7","7.6","2.4","2","1.2","3.17","3"
"2117","5.5","7.8","2.7","1.9","1.2","3.2","2"
"2118","4.6","7.8","1.9","1.4","1.1","3.32","2"
"2119","6.4","7","2.8","1","0.9","2.72","3"
"2120","6.1","6.8","1.6","1.8","1.3","3.28","3"
"2121","6.1","9","1.9","2.3","1.3","3.1","3"
"2122","4.8","7.2","2.3","1.6","1","3.36","3"
"2123","6.6","7.9","3.7","2","0.8","3.2","3"
"2124","4.4","6.5","3","2.5","0.8","3.13","3"
"2125","6","7.3","3.3","2.5","1.4","3.16","4"
"2126","7.3","7.4","3.5","2","1.3","3.27","3"
"2127","4.7","7.8","5","1.9","1","3.38","5"
"2128","5","5.9","2.5","1","0.9","3.02","5"
"2129","5.6","7.6","3.5","1.5","0.5","3.13","2"
"2130","5.1","6.8","3.2","1.7","1","3.49","5"
"2131","4.3","7.7","3.2","1.4","0.6","3.13","5"
"2132","5.6","6.9","3.7","1.9","1","3.27","4"
"2133","4.7","7","2.2","2.8","1.4","2.95","3"
"2134","5.9","7.3","2.2","2.6","0.7","2.86","3"
"2135","4.8","6.9","2.7","1.9","1.1","2.99","5"
"2136","6.7","7.2","2.4","2.2","1.3","3.06","3"
"2137","4.9","6.8","2.7","1.4","1.1","3.41","3"
"2138","5.2","6.4","3.6","2.5","0.8","3.43","2"
"2139","6.2","8.1","2.2","1","1","2.81","2"
"2140","4.5","6.7","2.3","2.3","1.3","3.09","4"
"2141","5.7","7.4","2.6","2","1.1","3.34","2"
"2142","6.5","8","2.3","1.4","1","3.18","3"
"2143","4.2","7.1","1.2","1.7","1.3","3.5","3"
"2144","5.6","7","2.1","1.2","1.2","3.33","4"
"2145","5.7","7.6","3","1.3","0.6","3.15","5"
"2146","6.1","8.2","3.5","1","1.2","3.16","4"
"2147","4.5","6.8","1.7","2.2","1.3","3.19","3"
"2148","4.4","7.4","1.7","2.4","0.6","3.03","5"
"2149","5.9","6.5","2.5","0.7","0.3","3.39","2"
"2150","5.7","7.3","1","2.7","0.7","3.35","4"
"2151","5.7","7.5","2.2","1.8","1","3.29","5"
"2152","5.8","7","1.3","1.9","1.3","3.25","4"
"2153","5","7.2","3.5","1.1","0.7","3","2"
"2154","5.7","6.7","2","2.5","1.2","3.3","5"
"2155","5.7","7.5","3.7","1.9","0.1","3.23","4"
"2156","4.9","8.1","3.3","2.4","1.1","3.6","2"
"2157","7","6.8","2","2.4","0.9","2.94","3"
"2158","5.9","7.1","1.7","2.5","1.6","3.06","5"
